population_group,measure,location,sex,age,metric,year,val,upper,lower
All Population,Life expectancy,World Bank High Income,Male,50-54 years,Years,2010,28.737484441445485,28.752112586575528,28.723013807475315
All Population,Life expectancy,World Bank High Income,Female,50-54 years,Years,2010,33.54893141272892,33.56150656768624,33.535630425332414
All Population,Life expectancy,World Bank High Income,Both,50-54 years,Years,2010,31.24044142416008,31.25020279923051,31.229912369756402
All Population,Life expectancy,World Bank High Income,Male,50-54 years,Years,2015,29.57302253522228,29.586972216932406,29.55912671244102
All Population,Life expectancy,World Bank High Income,Female,50-54 years,Years,2015,34.133949968026144,34.14627674946861,34.1197562237857
All Population,Life expectancy,World Bank High Income,Both,50-54 years,Years,2015,31.936191693485302,31.946155390805682,31.926249413218383
All Population,Life expectancy,World Bank High Income,Male,50-54 years,Years,2020,29.245250644938604,29.250653309242285,29.239799191184556
All Population,Life expectancy,World Bank High Income,Female,50-54 years,Years,2020,33.851162331455214,33.85667083777727,33.84545981159921
All Population,Life expectancy,World Bank High Income,Both,50-54 years,Years,2020,31.592735182618373,31.59680834265518,31.588821720648447
All Population,Life expectancy,World Bank High Income,Male,50-54 years,Years,2023,30.271836713059457,30.30078585674817,30.24046852215969
All Population,Life expectancy,World Bank High Income,Female,50-54 years,Years,2023,34.762286634518695,34.7887811800581,34.73465171311673
All Population,Life expectancy,World Bank High Income,Both,50-54 years,Years,2023,32.568957507256485,32.589735385142184,32.54794437031077
All Population,Life expectancy,World Bank High Income,Male,55-59 years,Years,1950,18.665558198319456,18.73072086897318,18.600065732274295
All Population,Life expectancy,World Bank High Income,Female,55-59 years,Years,1950,21.74396958589993,21.81303056154141,21.672787846461222
All Population,Life expectancy,World Bank High Income,Both,55-59 years,Years,1950,20.280677019102058,20.32858177494235,20.230383661379808
All Population,Life expectancy,World Bank High Income,Male,55-59 years,Years,1955,19.113394774157488,19.153862894267366,19.070606972301427
All Population,Life expectancy,World Bank High Income,Female,55-59 years,Years,1955,22.443755751653953,22.48919869614022,22.395400323449238
All Population,Life expectancy,World Bank High Income,Both,55-59 years,Years,1955,20.875949061686732,20.907039175061637,20.84355447466296
All Population,Life expectancy,World Bank High Income,Male,55-59 years,Years,1960,19.238706747864764,19.261191416539948,19.213832395483575
All Population,Life expectancy,World Bank High Income,Female,55-59 years,Years,1960,23.065483003245575,23.08600148814154,23.044662619301274
All Population,Life expectancy,World Bank High Income,Both,55-59 years,Years,1960,21.26632708570404,21.281256590585098,21.249332838118406
All Population,Life expectancy,World Bank High Income,Male,55-59 years,Years,1965,19.32127011435704,19.3419342775871,19.300871871115096
All Population,Life expectancy,World Bank High Income,Female,55-59 years,Years,1965,23.506051202375307,23.526045036372274,23.485073175633836
All Population,Life expectancy,World Bank High Income,Both,55-59 years,Years,1965,21.54364895308819,21.559179479792007,21.5286780836936
All Population,Life expectancy,World Bank High Income,Male,55-59 years,Years,1970,19.405110475747048,19.423841110568695,19.385783130487745
All Population,Life expectancy,World Bank High Income,Female,55-59 years,Years,1970,23.848348191036397,23.86538481147648,23.830710982101092
All Population,Life expectancy,World Bank High Income,Both,55-59 years,Years,1970,21.777929947069524,21.791029479529794,21.764813727661792
All Population,Life expectancy,World Bank High Income,Male,55-59 years,Years,1975,19.890309980146423,19.90852193925882,19.86985092065722
All Population,Life expectancy,World Bank High Income,Female,55-59 years,Years,1975,24.482664944467768,24.49917111690329,24.464399290017184
All Population,Life expectancy,World Bank High Income,Both,55-59 years,Years,1975,22.36289640693251,22.3754598047719,22.349156523247963
All Population,Life expectancy,World Bank High Income,Male,55-59 years,Years,1980,20.28083172771913,20.294486732329023,20.26814816711619
All Population,Life expectancy,World Bank High Income,Female,55-59 years,Years,1980,25.036904706975488,25.04988055217715,25.023049528927796
All Population,Life expectancy,World Bank High Income,Both,55-59 years,Years,1980,22.854854219350532,22.86445482924211,22.845045837765976
All Population,Life expectancy,World Bank High Income,Male,55-59 years,Years,1985,20.771754866781723,20.785169530504785,20.758934214200703
All Population,Life expectancy,World Bank High Income,Female,55-59 years,Years,1985,25.56097156954462,25.574387908306175,25.547111041767955
All Population,Life expectancy,World Bank High Income,Both,55-59 years,Years,1985,23.36118516361181,23.37077267512823,23.351332115888294
All Population,Life expectancy,World Bank High Income,Male,55-59 years,Years,1990,21.52899341367711,21.541946314746838,21.516395067157188
All Population,Life expectancy,World Bank High Income,Female,55-59 years,Years,1990,26.337752081833305,26.35114431431383,26.32449572740422
All Population,Life expectancy,World Bank High Income,Both,55-59 years,Years,1990,24.115777512353777,24.125439805475523,24.10639866838954
All Population,Life expectancy,World Bank High Income,Male,55-59 years,Years,1995,21.713590395673062,21.727817452037097,21.699023681783366
All Population,Life expectancy,World Bank High Income,Female,55-59 years,Years,1995,26.63341355398226,26.646782065114017,26.619467699096514
All Population,Life expectancy,World Bank High Income,Both,55-59 years,Years,1995,24.32384901148122,24.334288407090366,24.313463886975235
All Population,Life expectancy,World Bank High Income,Male,55-59 years,Years,2000,22.706016836924558,22.719633714884147,22.692424091550436
All Population,Life expectancy,World Bank High Income,Female,55-59 years,Years,2000,27.349790512334575,27.362994932954855,27.336974424523063
All Population,Life expectancy,World Bank High Income,Both,55-59 years,Years,2000,25.167905001102067,25.177564764493006,25.15805474035094
All Population,Life expectancy,World Bank High Income,Male,55-59 years,Years,2005,23.630823727764696,23.643870524926246,23.616278802035033
All Population,Life expectancy,World Bank High Income,Female,55-59 years,Years,2005,28.131189593759263,28.144742881777816,28.117764099949177
All Population,Life expectancy,World Bank High Income,Both,55-59 years,Years,2005,26.007445763811653,26.01730610324387,25.99765648297619
All Population,Life expectancy,World Bank High Income,Male,55-59 years,Years,2010,24.67962983444896,24.693569630591185,24.665693724315652
All Population,Life expectancy,World Bank High Income,Female,55-59 years,Years,2010,29.068802408445325,29.081007824280793,29.056276724147363
All Population,Life expectancy,World Bank High Income,Both,55-59 years,Years,2010,26.991351588736453,27.000742874212342,26.981768420684165
All Population,Life expectancy,World Bank High Income,Male,55-59 years,Years,2015,25.387582581629257,25.401809465961435,25.37449892116354
All Population,Life expectancy,World Bank High Income,Female,55-59 years,Years,2015,29.610284151534085,29.622175942533765,29.596212890924665
All Population,Life expectancy,World Bank High Income,Both,55-59 years,Years,2015,27.598016005790424,27.607625005382022,27.58857992017273
All Population,Life expectancy,World Bank High Income,Male,55-59 years,Years,2020,25.028346722843832,25.033390275176718,25.023365931633077
All Population,Life expectancy,World Bank High Income,Female,55-59 years,Years,2020,29.32054051223762,29.326013200446674,29.315182431939334
All Population,Life expectancy,World Bank High Income,Both,55-59 years,Years,2020,27.23586151064087,27.239564598457807,27.232201870568524
All Population,Life expectancy,World Bank High Income,Male,55-59 years,Years,2023,26.01678167747361,26.04547016190331,25.98712853706316
All Population,Life expectancy,World Bank High Income,Female,55-59 years,Years,2023,30.19464637273446,30.220723809477622,30.16652591382235
All Population,Life expectancy,World Bank High Income,Both,55-59 years,Years,2023,28.173948663363255,28.193531677270595,28.153659278096878
All Population,Life expectancy,World Bank High Income,Male,60-64 years,Years,1950,15.263931898743348,15.324640484984277,15.2072688686515
All Population,Life expectancy,World Bank High Income,Female,60-64 years,Years,1950,17.795476823932642,17.864345843120216,17.724247356569975
All Population,Life expectancy,World Bank High Income,Both,60-64 years,Years,1950,16.60592423222816,16.65131258986279,16.558714181624175
All Population,Life expectancy,World Bank High Income,Male,60-64 years,Years,1955,15.615818136431946,15.652128269840777,15.576230555699498
All Population,Life expectancy,World Bank High Income,Female,60-64 years,Years,1955,18.41184494048649,18.45833510152167,18.364002602481428
All Population,Life expectancy,World Bank High Income,Both,60-64 years,Years,1955,17.117688373304084,17.14873406307015,17.08632592496248
All Population,Life expectancy,World Bank High Income,Male,60-64 years,Years,1960,15.718428209672517,15.737918267704318,15.69608176845011
All Population,Life expectancy,World Bank High Income,Female,60-64 years,Years,1960,18.970389055597686,18.98981677060961,18.949337595250213
All Population,Life expectancy,World Bank High Income,Both,60-64 years,Years,1960,17.47192603634707,17.48534038631144,17.456505810090373
All Population,Life expectancy,World Bank High Income,Male,60-64 years,Years,1965,15.757551272544344,15.775740455330828,15.737924792718424
All Population,Life expectancy,World Bank High Income,Female,60-64 years,Years,1965,19.3791871692339,19.397638329195242,19.35892110180202
All Population,Life expectancy,World Bank High Income,Both,60-64 years,Years,1965,17.71486277555128,17.728847689752797,17.7000258774722
All Population,Life expectancy,World Bank High Income,Male,60-64 years,Years,1970,15.826436438479227,15.843722545544747,15.807795830684814
All Population,Life expectancy,World Bank High Income,Female,60-64 years,Years,1970,19.717248627757964,19.733250094754553,19.700588733791903
All Population,Life expectancy,World Bank High Income,Both,60-64 years,Years,1970,17.936840208446284,17.949154808004316,17.924510233844437
All Population,Life expectancy,World Bank High Income,Male,60-64 years,Years,1975,16.26151921122482,16.276886580578587,16.24449147855744
All Population,Life expectancy,World Bank High Income,Female,60-64 years,Years,1975,20.321913960187086,20.33723330886788,20.304993405774486
All Population,Life expectancy,World Bank High Income,Both,60-64 years,Years,1975,18.4835192829512,18.495607646269963,18.470972622514925
All Population,Life expectancy,World Bank High Income,Male,60-64 years,Years,1980,16.678687189141062,16.691092758605695,16.66721976444994
All Population,Life expectancy,World Bank High Income,Female,60-64 years,Years,1980,20.862372029242877,20.874728428003216,20.84923437859775
All Population,Life expectancy,World Bank High Income,Both,60-64 years,Years,1980,18.98246562213881,18.991547123168704,18.973287508315458
All Population,Life expectancy,World Bank High Income,Male,60-64 years,Years,1985,17.16503648036995,17.177602575089978,17.153484338670356
All Population,Life expectancy,World Bank High Income,Female,60-64 years,Years,1985,21.34881817589638,21.361546642831033,21.335402518090998
All Population,Life expectancy,World Bank High Income,Both,60-64 years,Years,1985,19.483467534388485,19.492219607805797,19.473855818882495
